"auto_id","quoteid","source","invoice_id","trams_remarks","total_amount","trams_received_amount","reference_no","balance_amount","payment_method","process_date","modified_date","modified_by","pay_type","added_on","added_by","cleared_date","cleared_by","is_reconciliated"
"1099","2350434",,NULL,"ENOVUS ENTERPRISES PRIVATE LIMITED",,"35582","TDU25621G",NULL,"12","2025-08-22 00:00:00",NULL,,"Bank transfer ","2025-08-22 21:00:28","Arya Prajapati",NULL,NULL,NULL
"1100","2351581","initial",NULL,NULL,"5750",NULL,NULL,NULL,,NULL,NULL,,,"2025-08-23 15:33:52","Rachana Hingorani",NULL,NULL,NULL
"1101","2352505","initial",NULL,NULL,"471",NULL,NULL,NULL,,NULL,NULL,,,"2025-08-23 15:34:04","Rachana Hingorani",NULL,NULL,NULL
"1102","2352505",,NULL,"BRIDGECAREER PTY LTD",,"441","TDU32724",NULL,"12","2025-08-22 00:00:00",NULL,,"Bank transfer ","2025-08-23 16:01:32","Arya Prajapati",NULL,NULL,NULL
"1103","2351581",,NULL,"BRIDGECAREER PTY LTD",,"5723","TDU32054 ",NULL,"12","2025-08-22 00:00:00",NULL,,"Bank transfer ","2025-08-23 16:02:37","Arya Prajapati",NULL,NULL,NULL
"1104","2352100",,NULL,"BFN CFT2507720",,"4019","TDU32444",NULL,"12","2025-08-22 00:00:00",NULL,,"BFN","2025-08-23 18:47:47","Arya Prajapati",NULL,NULL,NULL
"1105","2352100","initial",NULL,NULL,"4049",NULL,NULL,NULL,,NULL,NULL,,,"2025-08-23 18:48:16","Arya Prajapati",NULL,NULL,NULL
"1108","2352543",,NULL,"YXX139944266 (TDU27607 - CRM File)",,"5860","TDU32757",NULL,"12","2025-08-25 00:00:00",NULL,,"Credit card","2025-08-25 15:36:08","Arya Prajapati",NULL,NULL,NULL
"1109","2352543","initial",NULL,NULL,"5618",NULL,NULL,NULL,,NULL,NULL,,,"2025-08-25 15:37:00","Arya Prajapati",NULL,NULL,NULL
"1110","2348456","final",NULL,NULL,"4644",NULL,NULL,NULL,,NULL,NULL,,,"2025-08-26 14:33:43","Arya Prajapati",NULL,NULL,NULL
"1114","2352469","initial",NULL,NULL,"340",NULL,NULL,NULL,,NULL,NULL,,,"2025-08-26 17:04:08","Rachana Hingorani",NULL,NULL,NULL
"1115","2351556","initial",NULL,NULL,"15866",NULL,NULL,NULL,,NULL,NULL,,,"2025-08-26 17:15:22","Sidhikka Lotlikar",NULL,NULL,NULL
"1116","2350245",,NULL,"Fast Transfer From travel star
",,"5896","TDU31118",NULL,"12","2025-08-26 00:00:00",NULL,,"Bank transfer ","2025-08-26 19:13:25","Arya Prajapati",NULL,NULL,NULL
"1118","2352469",,NULL,"XTT867589822",,"310","TDU32701",NULL,"12","2025-08-26 00:00:00",NULL,,"Credit card","2025-08-26 20:04:23","Arya Prajapati",NULL,NULL,NULL
"1119","2351597",,NULL,"BFN CFT2503567",,"7592","TDU32068",NULL,"12","2025-08-26 00:00:00",NULL,,"BFN","2025-08-26 22:03:48","Arya Prajapati",NULL,NULL,NULL
"1125","2350808",,NULL," TDU25712G Dream Set go",,"85000"," TDU25712G",NULL,"12","2025-08-25 00:00:00",NULL,,"BANK TRANSFER","2025-08-27 16:12:10","Job Mathew",NULL,NULL,NULL
"1127","2352543",,NULL,"YXX782964030",,"110","TDU32757 ",NULL,"12","2025-08-27 00:00:00",NULL,,"Credit card","2025-08-27 20:39:28","Arya Prajapati",NULL,NULL,NULL
"1128","2352543","final",NULL,NULL,"5588",NULL,NULL,NULL,,NULL,NULL,,,"2025-08-27 20:40:32","Arya Prajapati",NULL,NULL,NULL
"1131","2351426",,NULL,"IRIS GLOBAL VACATIONS EVENTS PVT LT",,"29992","TDU25903G",NULL,"12","2025-08-28 00:00:00",NULL,,"Bank transfer ","2025-08-28 17:41:01","Arya Prajapati",NULL,NULL,NULL
"1133","2352478",,NULL,"IRIS GLOBAL VACATIONS EVENTS PVT LT",,"30000","TDU26211G",NULL,"12","2025-08-28 00:00:00",NULL,,"Bank transfer ","2025-08-28 18:22:03","Arya Prajapati",NULL,NULL,NULL
"1135","2351895","initial",NULL,NULL,"14294",NULL,NULL,NULL,,NULL,NULL,,,"2025-08-28 20:56:41","Arya Prajapati",NULL,NULL,NULL
"1136","2351225",,NULL,"JETSAVE HOLIDAYS",,"1965","TDU31823 ",NULL,"12","2025-08-29 00:00:00",NULL,,"Bank transfer ","2025-08-29 15:03:57","Arya Prajapati",NULL,NULL,NULL
"1137","2351805","initial",NULL,NULL,"9934",NULL,NULL,NULL,,NULL,NULL,,,"2025-08-29 15:19:26","Rachana Hingorani",NULL,NULL,NULL
"1138","2352638","initial",NULL,NULL,"3582",NULL,NULL,NULL,,NULL,NULL,,,"2025-08-29 17:29:40","Sidhikka Lotlikar",NULL,NULL,NULL
"1140","2351556",,NULL,"INTERSIGHT HOLIDAYS PRIVATE LIMITED",,"15842","TDU32040 ",NULL,"12","2025-08-29 00:00:00",NULL,,"Bank transfer ","2025-08-29 18:40:54","Arya Prajapati",NULL,NULL,NULL
"1142","2352040",,NULL,"YXX596681025",,"1893","TDU32398",NULL,"12","2025-08-29 00:00:00",NULL,,"Credit card","2025-08-29 22:52:12","Arya Prajapati",NULL,NULL,NULL
"1143","2352040","final",NULL,NULL,"4986",NULL,NULL,NULL,,NULL,NULL,,,"2025-08-29 22:53:09","Arya Prajapati",NULL,NULL,NULL
"1144","2352198","initial",NULL,NULL,"2170",NULL,NULL,NULL,,NULL,NULL,,,"2025-08-30 17:26:31","Mayur P",NULL,NULL,NULL
"1145","2351848",,NULL,,,"16655.56","TDU26026G",NULL,"12","2025-08-28 00:00:00",NULL,,"BANK TRANSFER","2025-09-01 09:20:29","Job Mathew",NULL,NULL,NULL
"1149","2352702","initial",NULL,NULL,"656",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-01 21:21:27","Rachana Hingorani",NULL,NULL,NULL
"1150","2352702",,NULL,"XTT964559698",,"626","TDU32887 ",NULL,"12","2025-09-01 00:00:00",NULL,,"Credit card","2025-09-01 21:25:11","Arya Prajapati",NULL,NULL,NULL
"1151","2352040",,NULL,"YXX350537395",,"1893","TDU32398",NULL,"12","2025-09-01 00:00:00",NULL,,"Credit card","2025-09-02 14:09:27","Arya Prajapati",NULL,NULL,NULL
"1152","2352038","initial",NULL,NULL,"116",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-02 15:40:44","Rachana Hingorani",NULL,NULL,NULL
"1154","2352570","initial",NULL,NULL,"2382",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-03 10:51:30","Job Mathew",NULL,NULL,NULL
"1155","2352570",,NULL,"Chirayu Dipakbhai Pa        ",,"2393","TDU32780",NULL,"12","2025-09-03 00:00:00",NULL,,"BANK TRANSFER","2025-09-03 10:51:54","Job Mathew",NULL,NULL,NULL
"1156","2352273","initial",NULL,NULL,"9822",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-03 18:52:56","Karthik Suriyan",NULL,NULL,NULL
"1157","2351559",,NULL,"MAKEMYTRIP INDIA PRIVATE LIMITED",,"100000","TDU25953G ",NULL,"12","2025-09-02 00:00:00",NULL,,"Bank transfer ","2025-09-03 20:59:02","Arya Prajapati",NULL,NULL,NULL
"1158","2351559","initial",NULL,NULL,"200674",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-03 21:00:03","Arya Prajapati",NULL,NULL,NULL
"1159","2351318",,NULL,"MY TRIP VILLA",,"5040","TDU31880",NULL,"12","2025-09-03 00:00:00",NULL,,"Bank transfer ","2025-09-03 21:20:16","Arya Prajapati",NULL,NULL,NULL
"1160","2352600",,NULL,"XTT217048960",,"1804","TDU32804 ",NULL,"12","2025-09-03 00:00:00",NULL,,"Credit card","2025-09-03 22:36:31","Arya Prajapati",NULL,NULL,NULL
"1164","2349828",,NULL,"MAKEMYTRIP INDIA PRIVATE LIMITED",,"36582","TDU25473G",NULL,"12","2025-09-04 00:00:00",NULL,,"Bank transfer ","2025-09-04 13:26:25","Arya Prajapati",NULL,NULL,NULL
"1165","2352226","initial",NULL,NULL,"333",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-04 15:13:31","Arya Prajapati",NULL,NULL,NULL
"1166","2352600","initial",NULL,NULL,"1834",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-04 16:19:13","Maharshi Mankodi",NULL,NULL,NULL
"1167","2351654",,NULL,"Fast Transfer From Prakhar Jindal",,"11456","TDU32113 ",NULL,"12","2025-09-04 00:00:00",NULL,,"Bank transfer ","2025-09-04 16:27:12","Arya Prajapati",NULL,NULL,NULL
"1168","2352489","initial",NULL,NULL,"11462",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-04 17:19:43","Mayur P",NULL,NULL,NULL
"1169","2352173","initial",NULL,NULL,"10056",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-05 14:16:06","KUNJAN2 SHAH2",NULL,NULL,NULL
"1170","2352489",,NULL,"XPLOR TOURS AND TRAVELS",,"10976","TDU32709 ",NULL,"12","2025-09-05 00:00:00",NULL,,"Bank transfer ","2025-09-05 15:08:55","Arya Prajapati",NULL,NULL,NULL
"1171","2352273",,NULL,"FLYREMIT ",,"9797","TDU32563 ",NULL,"12","2025-09-05 00:00:00",NULL,,"Bank transfer ","2025-09-05 15:17:08","Arya Prajapati",NULL,NULL,NULL
"1173","2350520",,NULL,"AROHAN SERVICES PRIVATE LIMITED",,"5621","TDU25644G",NULL,"12","2025-08-20 00:00:00",NULL,,"Bank transfer ","2025-09-05 16:16:02","Arya Prajapati",NULL,NULL,NULL
"1174","2350520","initial",NULL,NULL,"83646",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-05 16:16:53","Job Mathew",NULL,NULL,NULL
"1175","2352489",,NULL,"9% Margin  Approved by Kunal.",,"456","TDU32709",NULL,"12","2025-09-05 00:00:00",NULL,,"markup Adjustment.","2025-09-05 16:28:27","Arya Prajapati",NULL,NULL,NULL
"1176","2350520","final",NULL,NULL,"85030",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-05 16:33:29","Job Mathew",NULL,NULL,NULL
"1177","2352509","initial",NULL,NULL,"14894",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-05 19:13:35","Karthik Suriyan",NULL,NULL,NULL
"1178","2352038",,NULL,"Make My Trip India PVT.LTD.",,"86","TDU32396 ",NULL,"12","2025-09-05 00:00:00",NULL,,"Bank transfer ","2025-09-05 21:21:07","Arya Prajapati",NULL,NULL,NULL
"1179","2352347","initial",NULL,NULL,"3030",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-06 16:15:35","Sidhikka Lotlikar",NULL,NULL,NULL
"1180","2352469",,NULL,"XTT137144074",,"310","TDU32701 ",NULL,"12","2025-09-06 00:00:00",NULL,,"Credit card","2025-09-06 16:51:50","Arya Prajapati",NULL,NULL,NULL
"1181","2352469","final",NULL,NULL,"586",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-06 16:52:10","Arya Prajapati",NULL,NULL,NULL
"1182","2352132","initial",NULL,NULL,"3998",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-06 18:25:20","Sidhikka Lotlikar",NULL,NULL,NULL
"1183","2351827",,NULL,"BFN :- CFT2509092
",,"10560","TDU32242 ",NULL,"12","2025-09-08 00:00:00",NULL,,"BFN","2025-09-08 13:27:24","Arya Prajapati",NULL,NULL,NULL
"1184","2351827","initial",NULL,NULL,"10590",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-08 13:29:04","Arya Prajapati",NULL,NULL,NULL
"1187","2352216",,NULL,"NCS TRAVELS AND TOURS PVT LTD",,"1826","TDU32526 ",NULL,"12","2025-09-08 00:00:00",NULL,,"Bank transfer ","2025-09-08 18:05:51","Arya Prajapati",NULL,NULL,NULL
"1188","2352216","initial",NULL,NULL,"1836",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-08 18:08:30","Arya Prajapati",NULL,NULL,NULL
"1189","2351663","initial",NULL,NULL,"4652",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-08 18:09:12","Sidhikka Lotlikar",NULL,NULL,NULL
"1190","2351848",,NULL,"Celebrity Travel & Tours",,"43989.44","TDU26026G ",NULL,"12","2025-09-08 00:00:00",NULL,,"Bank transfer ","2025-09-08 19:35:56","Arya Prajapati",NULL,NULL,NULL
"1191","2352888","initial",NULL,NULL,"1878",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-08 21:21:26","Karthik Suriyan",NULL,NULL,NULL
"1194","2352888","final",NULL,NULL,"1668",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-08 21:58:34","Arya Prajapati",NULL,NULL,NULL
"1195","2350943",,NULL,"Flyremit",,"2520","TDU31624 ",NULL,"12","2025-09-04 00:00:00",NULL,,"Bank transfer ","2025-09-09 15:11:31","Arya Prajapati",NULL,NULL,NULL
"1198","2351663",,NULL,"XTT794486898",,"5039","TDU32122 ",NULL,"12","2025-09-09 00:00:00",NULL,,"Credit card","2025-09-09 17:19:28","Arya Prajapati",NULL,NULL,NULL
"1201","2352732","initial",NULL,NULL,"545",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-09 21:50:38","Rachana Hingorani",NULL,NULL,NULL
"1203","2351895","final",NULL,NULL,"14144",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-10 16:17:17","Job Mathew",NULL,NULL,NULL
"1204","2352865","initial",NULL,NULL,"350",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-10 19:19:22","Rachana Hingorani",NULL,NULL,NULL
"1205","2352865",,NULL,"YXX859853719",,"320","TDU33007",NULL,"12","2025-09-10 00:00:00",NULL,,"Credit card","2025-09-10 22:13:26","Arya Prajapati",NULL,NULL,NULL
"1206","2352198",,NULL,"XTT128770572",,"1070","TDU32511 ",NULL,"12","2025-09-10 00:00:00",NULL,,"Credit card","2025-09-10 22:14:21","Arya Prajapati",NULL,NULL,NULL
"1208","2352914","initial",NULL,NULL,"13358",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-11 15:32:42","Karthik Suriyan",NULL,NULL,NULL
"1210","2352914",,NULL,"Flyremit",,"10480","TDU33045 ",NULL,"12","2025-09-11 00:00:00",NULL,,"Bank transfer ","2025-09-11 15:50:46","Arya Prajapati",NULL,NULL,NULL
"1214","2352198",,NULL,"XTT383772371",,"1070","TDU32511 ",NULL,"12","2025-09-11 00:00:00",NULL,,"Credit card","2025-09-11 21:04:09","Arya Prajapati",NULL,NULL,NULL
"1216","2351597","initial",NULL,NULL,"7558",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-12 14:09:36","Arya Prajapati",NULL,NULL,NULL
"1217","2352132",,NULL,"MY TRIP VILLA",,"3974","TDU32463 ",NULL,"12","2025-09-11 00:00:00",NULL,,"Bank transfer ","2025-09-12 14:54:55","Arya Prajapati",NULL,NULL,NULL
"1218","2352489",,NULL,"XTT297646992",,"140","TDU32709",NULL,"12","2025-09-12 00:00:00",NULL,,"Credit card","2025-09-12 20:30:19","Arya Prajapati",NULL,NULL,NULL
"1226","2351876","initial",NULL,NULL,"20222",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-15 23:36:14","Sidhikka Lotlikar",NULL,NULL,NULL
"1228","2350552","initial",NULL,NULL,"6038",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-16 15:09:02","Arya Prajapati",NULL,NULL,NULL
"1229","2350552",,NULL,"CFT2503970",,"6008","TDU31337",NULL,"12","2025-09-16 00:00:00",NULL,,"BFN","2025-09-16 15:10:14","Arya Prajapati",NULL,NULL,NULL
"1230","2352643",,NULL,"YXX286696409",,"1445","TDU32836",NULL,"12","2025-09-15 00:00:00",NULL,,"Credit card","2025-09-16 15:12:09","Arya Prajapati",NULL,NULL,NULL
"1233","2353044","initial",NULL,NULL,"760",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-16 17:44:24","Dhiraj Salvi",NULL,NULL,NULL
"1236","2351833",,NULL,"Fast Transfer From travel star ptetr",,"3212","TDU32246",NULL,"12","2025-09-16 00:00:00",NULL,,"Bank transfer ","2025-09-16 20:24:17","Arya Prajapati",NULL,NULL,NULL
"1237","2352445","initial",NULL,NULL,"2962",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-16 22:31:44","Dhiraj Salvi",NULL,NULL,NULL
"1238","2352982","initial",NULL,NULL,"1008",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-16 23:36:56","Rachana Hingorani",NULL,NULL,NULL
"1241","2352891",,NULL,"XTT335280856",,"2000","TDU33025 ",NULL,"12","2025-09-16 00:00:00",NULL,,"Credit card","2025-09-17 11:23:07","Arya Prajapati",NULL,NULL,NULL
"1246","2351848",,NULL,"Transfers",,"100","TDU25791G",NULL,"12","2025-09-17 00:00:00",NULL,,"credit note","2025-09-17 12:15:17","Job Mathew",NULL,NULL,NULL
"1253","2352914","final",NULL,NULL,"10480",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-17 14:24:53","Arya Prajapati",NULL,NULL,NULL
"1256","2351864","initial",NULL,NULL,"2450",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-17 17:09:50","Lee N",NULL,NULL,NULL
"1257","2352732",,NULL,"YXX932188089",,"515","TDU32912 ",NULL,"12","2025-09-17 00:00:00",NULL,,"Credit card","2025-09-17 17:36:23","Arya Prajapati",NULL,NULL,NULL
"1258","2353044",,NULL,"XTT847353602",,"730","TDU33153 ",NULL,"12","2025-09-17 00:00:00",NULL,,"Credit card","2025-09-17 21:52:01","Arya Prajapati",NULL,NULL,NULL
"1269","2352888",,NULL,"Flyremit",,"1020","TDU33022",NULL,"12","2025-09-18 00:00:00",NULL,,"Bank transfer ","2025-09-18 19:20:10","Arya Prajapati",NULL,NULL,NULL
"1273","2352888",,NULL,"XTT741784483",,"648","TDU33022",NULL,"12","2025-09-19 00:00:00",NULL,,"Credit card","2025-09-19 16:09:05","Arya Prajapati",NULL,NULL,NULL
"1276","2350808","initial",NULL,NULL,"102580",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-19 17:22:19","Job Mathew",NULL,NULL,NULL
"1277","2350808","final",NULL,NULL,"106528",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-19 17:22:29","Job Mathew",NULL,NULL,NULL
"1278","2353146","initial",NULL,NULL,"1846",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-19 18:34:14","Karthik Suriyan",NULL,NULL,NULL
"1282","2353146","final",NULL,NULL,"1676",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-19 18:44:01","Arya Prajapati",NULL,NULL,NULL
"1290","2351876",,NULL,"DARSHANA SHETH",,"2772.32","TDU32277",NULL,"12","2025-09-22 00:00:00",NULL,,"Bank transfer ","2025-09-22 15:27:53","Arya Prajapati",NULL,NULL,NULL
"1291","2352923",,NULL,"BFN: CFT2509708",,"13912","TDU33051 ",NULL,"12","2025-09-22 00:00:00",NULL,,"BFN","2025-09-22 18:54:09","Arya Prajapati",NULL,NULL,NULL
"1293","2352643","initial",NULL,NULL,"10596",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-22 22:34:28","Karthik Suriyan",NULL,NULL,NULL
"1296","2351315","initial",NULL,NULL,"66434",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-23 15:07:49","Priyanka Pandav",NULL,NULL,NULL
"1297","2351876",,NULL,"Direct Credit 342189 Nium",,"2782.56","TDU32277 ",NULL,"12","2025-09-22 00:00:00",NULL,,"Bank transfer ","2025-09-23 16:43:31","Arya Prajapati",NULL,NULL,NULL
"1298","2351876",,NULL,"Direct Credit 342189 Nium",,"2780","TDU32277 ",NULL,"12","2025-09-22 00:00:00",NULL,,"Bank transfer ","2025-09-23 16:44:33","Arya Prajapati",NULL,NULL,NULL
"1299","2351876",,NULL,"MRS. DARSHANA PARIKH",,"2772","TDU32277 ",NULL,"12","2025-09-23 00:00:00",NULL,,"Bank transfer ","2025-09-23 16:45:58","Arya Prajapati",NULL,NULL,NULL
"1300","2352982",,NULL,"AMAN TRAVELS LIMITED",,"987.56","TDU33098 ",NULL,"12","2025-09-23 00:00:00",NULL,,"Bank transfer ","2025-09-23 16:49:00","Arya Prajapati",NULL,NULL,NULL
"1301","2352068","initial",NULL,NULL,"3678",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-23 17:22:03","Karthik Suriyan",NULL,NULL,NULL
"1305","2353231","initial",NULL,NULL,"855",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-23 23:34:45","Pankaj Bisht",NULL,NULL,NULL
"1306","2353231",,NULL,"XTT276561695",,"825","TDU33295",NULL,"12","2025-09-23 00:00:00",NULL,,"Credit card","2025-09-24 14:08:24","Arya Prajapati",NULL,NULL,NULL
"1307","2352483","initial",NULL,NULL,"11750",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-24 20:09:24","Rachana Hingorani",NULL,NULL,NULL
"1308","2352502","initial",NULL,NULL,"3342",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-24 20:09:30","Rachana Hingorani",NULL,NULL,NULL
"1309","2353196","initial",NULL,NULL,"3841",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-25 11:17:33","Job Mathew",NULL,NULL,NULL
"1314","2350336",,NULL," Discover Dreams",,"53658","TDU25598G ",NULL,"12","2025-09-25 00:00:00",NULL,,"Bank transfer ","2025-09-25 14:21:58","Arya Prajapati",NULL,NULL,NULL
"1317","2352416","final",NULL,NULL,"1667",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-25 15:19:21","Karthik Suriyan",NULL,NULL,NULL
"1318","2352891","initial",NULL,NULL,"8306",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-25 16:01:56","Sidhikka Lotlikar",NULL,NULL,NULL
"1330","2352585","initial",NULL,NULL,"31350",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-26 14:33:48","Sidhikka Lotlikar",NULL,NULL,NULL
"1331","2352815","initial",NULL,NULL,"4676",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-26 15:49:15","Mayur P",NULL,NULL,NULL
"1332","2353230",,NULL,"XTT493694002",,"3846","TDU33294",NULL,"12","2025-09-26 00:00:00",NULL,,"Credit card","2025-09-26 16:50:24","Arya Prajapati",NULL,NULL,NULL
"1336","2352180",,NULL,"I TRAVEL LEISURE HOLIDAYS PRIVATE ",,"4500","TDU26116G",NULL,"12","2025-09-25 00:00:00",NULL,,"Bank transfer ","2025-09-26 18:43:23","Arya Prajapati",NULL,NULL,NULL
"1339","2352964","initial",NULL,NULL,"5946",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-26 21:51:22","Sidhikka Lotlikar",NULL,NULL,NULL
"1341","2353306",,NULL,"BFN :- CFS2505215
",,"754","TDU33354 ",NULL,"12","2025-09-27 00:00:00",NULL,,"BFN","2025-09-27 16:20:16","Arya Prajapati",NULL,NULL,NULL
"1342","2351760",,NULL,"MR MALAY MUKESHBHAI K",,"3405","TDU32199 ",NULL,"12","2025-09-26 00:00:00",NULL,,"Bank transfer ","2025-09-27 18:55:49","Arya Prajapati",NULL,NULL,NULL
"1344","2351677","initial",NULL,NULL,"5140",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-29 12:09:16","Arya Prajapati",NULL,NULL,NULL
"1345","2352891",,NULL,"XTT561964362",,"7760","TDU33025 ",NULL,"12","2025-09-27 00:00:00",NULL,,"Credit card","2025-09-29 13:36:26","Arya Prajapati",NULL,NULL,NULL
"1348","2353306","initial",NULL,NULL,"784",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-29 14:44:38","Arya Prajapati",NULL,NULL,NULL
"1351","2353285",,NULL,"BFN: CFS2504276
",,"5164","TDU33342 ",NULL,"12","2025-09-29 00:00:00",NULL,,"BFN","2025-09-29 16:52:34","Arya Prajapati",NULL,NULL,NULL
"1354","2353021",,NULL,"XTT585940500",,"500","TDU33132 ",NULL,"12","2025-09-29 00:00:00",NULL,,"Credit card","2025-09-29 18:41:34","Arya Prajapati",NULL,NULL,NULL
"1355","2353021","initial",NULL,NULL,"2676",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-29 18:41:46","Arya Prajapati",NULL,NULL,NULL
"1358","2351569","initial",NULL,NULL,"3580",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-30 15:26:53","Sidhikka Lotlikar",NULL,NULL,NULL
"1360","2352684","initial",NULL,NULL,"3973",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-30 16:09:10","Mayur P",NULL,NULL,NULL
"1364","2353038","initial",NULL,NULL,"3828",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-30 22:04:53","Karthik Suriyan",NULL,NULL,NULL
"1365","2353037","initial",NULL,NULL,"3952",NULL,NULL,NULL,,NULL,NULL,,,"2025-09-30 22:05:42","Karthik Suriyan",NULL,NULL,NULL
"1369","2353230",,NULL,"XTT384848293",,"396","TDU33294",NULL,"12","2025-10-01 00:00:00",NULL,,"Credit card","2025-10-01 15:16:31","Arya Prajapati",NULL,NULL,NULL
"1370","2351928",,NULL,"DAMANTRA",,"14986","TDU32316",NULL,"12","2025-10-01 00:00:00",NULL,,"Bank transfer ","2025-10-01 15:48:56","Arya Prajapati",NULL,NULL,NULL
"1373","2351760","initial",NULL,NULL,"3435",NULL,NULL,NULL,,NULL,NULL,,,"2025-10-01 16:34:33","Arya Prajapati",NULL,NULL,NULL
"1374","2350434","initial",NULL,NULL,"35997",NULL,NULL,NULL,,NULL,NULL,,,"2025-10-01 16:43:12","Maharshi Mankodi",NULL,NULL,NULL
"1375","2350434","final",NULL,NULL,"34770",NULL,NULL,NULL,,NULL,NULL,,,"2025-10-01 16:43:26","Maharshi Mankodi",NULL,NULL,NULL
"1376","2350356","final",NULL,NULL,"12375",NULL,NULL,NULL,,NULL,NULL,,,"2025-10-01 16:51:44","Arya Prajapati",NULL,NULL,NULL
"1379","2351207","final",NULL,NULL,"1870",NULL,NULL,NULL,,NULL,NULL,,,"2025-10-01 19:02:53","Arya Prajapati",NULL,NULL,NULL
"1381","2352138","initial",NULL,NULL,"7056",NULL,NULL,NULL,,NULL,NULL,,,"2025-10-01 19:35:47","Sidhikka Lotlikar",NULL,NULL,NULL
"1385","2352173",,NULL,"Airwallex New Ze F Ayyaz Travel",,"5013","TDU32495 ",NULL,"12","2025-09-29 00:00:00",NULL,,"Bank transfer ","2025-10-03 13:28:29","Arya Prajapati",NULL,NULL,NULL
"1386","2351569",,NULL,"SWIFT HOLIDAYS AND CRUISES LLP",,"3556","TDU32046 ",NULL,"12","2025-10-02 00:00:00",NULL,,"Bank transfer ","2025-10-03 15:32:25","Arya Prajapati",NULL,NULL,NULL
"1387","2352815",,NULL," FLYREMIT PRIVATE LIMITEDREF",,"2646","TDU32962 ",NULL,"12","2025-10-02 00:00:00",NULL,,"Bank transfer ","2025-10-03 15:33:54","Arya Prajapati",NULL,NULL,NULL
"1393","2351154",,NULL,"MORNING STAR TRAVELS PRIVATE LIM",,"5781","TDU31774 ",NULL,"12","2025-09-30 00:00:00",NULL,,"Bank transfer ","2025-10-03 17:28:07","Arya Prajapati",NULL,NULL,NULL
"1394","2351677",,NULL,"MORNING STAR TRAVELS PRIVATE LIM",,"5110","TDU32132 ",NULL,"12","2025-09-30 00:00:00",NULL,,"Bank transfer ","2025-10-03 17:29:37","Arya Prajapati",NULL,NULL,NULL
"1395","2351677","final",NULL,NULL,"5110",NULL,NULL,NULL,,NULL,NULL,,,"2025-10-03 17:30:05","Arya Prajapati",NULL,NULL,NULL
"1396","2351207",,NULL,"Credit note adjusted from TDU31193 .",,"1504","TDU31812",NULL,"12","2025-06-22 00:00:00",NULL,,"Credit note adjustment.","2025-10-03 17:34:19","Arya Prajapati",NULL,NULL,NULL
